department,commodity_desc,quarter_like_period,sales,households,baskets
PRODUCE,DRIED FRUIT,8.0,10.120000000000001,4,4
DRUG GM,HALLOWEEN,8.0,1.79,3,3
GARDEN CENTER,GARDEN CENTER,8.0,25.090000000000003,3,3
RX,PHARMACY,8.0,69.85,5,5
GROCERY,FROZEN PIZZA,1.0,7123.7799999999515,588,1107
GROCERY,BAG SNACKS,1.0,7705.159999999994,928,2129
GROCERY,FD WRAPS/BAGS/TRSH BG,1.0,2106.3600000000038,412,583
GROCERY,BAKING MIXES,1.0,1375.460000000005,320,501
GROCERY,MEAT - SHELF STABLE,1.0,2523.6700000000005,387,619
PRODUCE,TOMATOES,1.0,2364.6599999999985,497,909
DRUG GM,ANTACIDS,1.0,671.2300000000005,73,95
MISC SALES TRAN,COUPON/MISC ITEMS,1.0,2917.9799999999996,149,230
DRUG GM,SPRING/SUMMER SEASONAL,1.0,1857.2000000000007,137,158
GROCERY,COOKIES/CONES,1.0,3174.979999999994,562,990
DRUG GM,NEWSPAPER,1.0,238.19999999999996,110,184
DELI,DELI MEATS,1.0,5601.489999999988,445,910
GROCERY,MARGARINES,1.0,1067.270000000004,464,651
GROCERY,HOT CEREAL,1.0,640.3200000000008,148,222
PASTRY,COOKIES,1.0,887.740000000001,166,207
GROCERY,REFRGRATD DOUGH PRODUCTS,1.0,1729.5300000000054,349,565
MEAT-PCKGD,MISCELLANEOUS,1.0,317.01,93,117
DRUG GM,CANDY - PACKAGED,1.0,3015.1699999999814,534,984
DRUG GM,HAIR CARE PRODUCTS,1.0,2071.0000000000036,278,389
PASTRY,SWEET GOODS & SNACKS,1.0,271.6700000000003,70,95
GROCERY,FLOUR & MEALS,1.0,252.22999999999996,117,132
GROCERY,HOUSEHOLD CLEANG NEEDS,1.0,2011.6100000000058,259,380
KIOSK-GAS,FUEL,1.0,369.92,15,35
GROCERY,DISHWASH DETERGENTS,1.0,828.630000000001,242,302
DRUG GM,HOSIERY/SOCKS,1.0,189.89,33,38
FLORAL,FLORAL-FOLIAGE PLANTS,1.0,169.80999999999997,14,14
DRUG GM,TICKETS,1.0,278.18,26,30
GROCERY,FROZEN CHICKEN,1.0,87.91999999999999,7,7
PRODUCE,CITRUS,2.0,1931.370000000003,508,918
MEAT,BEEF,2.0,41603.65999999998,1457,4874
GROCERY,SNACK NUTS,2.0,2218.1500000000005,365,605
PRODUCE,TROPICAL FRUIT,2.0,5081.570000000001,1230,4116
GROCERY,SYRUPS/TOPPINGS,2.0,357.39,131,150
GROCERY,LAUNDRY DETERGENTS,2.0,6462.440000000001,678,1091
MEAT-PCKGD,BACON,2.0,6033.679999999995,753,1445
DRUG GM,STATIONERY & SCHOOL SUPPLIES,2.0,2914.680000000003,508,766
GROCERY,COFFEE,2.0,7749.319999999983,653,1343
GROCERY,FRZN VEGETABLE/VEG DSH,2.0,4341.040000000003,716,1346
MEAT-PCKGD,FROZEN MEAT,2.0,5965.719999999998,600,1005
MEAT-PCKGD,MEAT - MISC,2.0,9559.399999999932,695,1237
GROCERY,FROZEN PIE/DESSERTS,2.0,1994.0300000000016,397,655
GROCERY,FRZN JCE CONC/DRNKS,2.0,678.4899999999994,149,249
PRODUCE,ORGANICS FRUIT & VEGETABLES,2.0,1617.3600000000015,319,535
GROCERY,DOG FOODS,2.0,6345.580000000007,353,847
DRUG GM,COLD AND FLU,2.0,1448.390000000001,234,309
DELI,SNACKS,2.0,515.4300000000001,107,162
GROCERY,IMPORTED WINE,2.0,2629.290000000002,94,208
DRUG GM,OVERNIGHT PHOTOFINISHING,2.0,369.78999999999996,23,27
DRUG GM,HAND/BODY/FACIAL PRODUCTS,2.0,2300.3700000000013,247,323
DRUG GM,HARDWARE SUPPLIES,2.0,709.5200000000003,151,183
PRODUCE,BROCCOLI/CAULIFLOWER,2.0,1081.3400000000029,304,574
MEAT,TURKEY,2.0,1159.6600000000003,148,217
DRUG GM,AUTOMOTIVE PRODUCTS,2.0,545.31,93,106
DRUG GM,HAIR CARE ACCESSORIES,2.0,549.65,121,149
GROCERY,MISC WINE,2.0,944.4700000000006,120,160
DRUG GM,CHARCOAL AND LIGHTER FLUID,2.0,1479.4600000000012,217,302
GROCERY,FRZN FRUITS,2.0,541.9,79,112
DELI,DELI SPECIALTIES (RETAIL PK),2.0,264.5900000000001,67,87
DRUG GM,LAXATIVES,2.0,944.0300000000002,101,144
SEAFOOD-PCKGD,SEAFOOD-FRESH,2.0,599.1200000000002,96,156
DRUG GM,TOBACCO OTHER,2.0,545.9499999999999,88,125
DRUG GM,IN-STORE PHOTOFINISHING,2.0,1156.6300000000003,80,107
DRUG GM,DISPOSIBLE FOILWARE,2.0,376.59000000000003,95,102
MEAT,RW FRESH PROCESSED MEAT,2.0,12.14,5,5
GROCERY,BIRD SEED,2.0,130.03000000000003,22,33
DRUG GM,PERSONAL CARE APPLIANCES,2.0,329.51,25,26
DRUG GM,CHRISTMAS  SEASONAL,2.0,10.649999999999999,6,6
AUTOMOTIVE,COUPON,2.0,24.21,6,6
PRODUCE,PROD SUPPLIES,2.0,1.49,2,2
GROCERY,RESTRICTED DIET,2.0,7.87,3,3
GROCERY,MARGARINES,6.0,3054.7499999999977,942,1775
GROCERY,BAKING MIXES,6.0,3839.140000000003,732,1348
DRUG GM,CANDY - PACKAGED,6.0,8024.0799999999845,1035,2521
MISC SALES TRAN,COUPON/MISC ITEMS,6.0,19849.589999999997,396,850
GROCERY,BAG SNACKS,6.0,21294.09999999984,1598,6066
GROCERY,FD WRAPS/BAGS/TRSH BG,6.0,5977.27000000001,842,1508
GROCERY,DISHWASH DETERGENTS,6.0,2692.4900000000016,589,889
PRODUCE,TOMATOES,6.0,5578.700000000002,945,2334
GROCERY,HOUSEHOLD CLEANG NEEDS,6.0,5726.590000000007,619,1037
GROCERY,FROZEN PIZZA,6.0,18987.199999999935,1102,3091
GROCERY,COOKIES/CONES,6.0,7699.969999999987,1048,2435
PASTRY,SWEET GOODS & SNACKS,6.0,688.3800000000001,152,214
DELI,DELI MEATS,6.0,16076.029999999973,859,2506
GROCERY,MEAT - SHELF STABLE,6.0,7337.249999999998,872,1853
PASTRY,COOKIES,6.0,2040.4100000000014,352,506
GROCERY,REFRGRATD DOUGH PRODUCTS,6.0,4991.010000000007,766,1683
DRUG GM,HAIR CARE PRODUCTS,6.0,6332.550000000007,637,1130
DRUG GM,SPRING/SUMMER SEASONAL,6.0,2646.820000000003,261,343
GROCERY,FLOUR & MEALS,6.0,670.9800000000002,286,358
DRUG GM,NEWSPAPER,6.0,818.3699999999999,237,632
CHEF SHOPPE,UNKNOWN,6.0,804.3200000000003,201,292
GROCERY,HOT CEREAL,6.0,1911.889999999998,415,625
DRUG GM,TICKETS,6.0,942.8800000000002,79,93
FLORAL,FLORAL-FOLIAGE PLANTS,6.0,484.91999999999996,38,45
DRUG GM,ANTACIDS,6.0,1652.5500000000009,167,224
MEAT-PCKGD,MISCELLANEOUS,6.0,728.1899999999999,203,275
KIOSK-GAS,FUEL,6.0,6446.86,135,337
DRUG GM,HOSIERY/SOCKS,6.0,257.1700000000001,47,58
DRUG GM,ADULT INCONTINENCE,6.0,979.7000000000002,32,84
DELI/SNACK BAR,DELI SUPPLIES,6.0,14.649999999999999,3,4
GROCERY,FROZEN CHICKEN,6.0,637.5400000000001,55,74
DRUG GM,HOME FURNISHINGS,6.0,216.91000000000003,16,16
NUTRITION,BABYFOOD,6.0,63.28000000000001,9,20
DRUG GM,LONG DISTANCE CALLING CARDS,6.0,100.19999999999999,7,10
GROCERY,IMPORTED WINE,3.0,2879.380000000002,125,221
MEAT,BEEF,3.0,41100.20000000001,1456,4992
PRODUCE,CITRUS,3.0,3025.830000000003,623,1194
PRODUCE,TROPICAL FRUIT,3.0,5093.600000000001,1235,4279
GROCERY,FRZN VEGETABLE/VEG DSH,3.0,5814.370000000013,858,1792
GROCERY,COFFEE,3.0,9003.539999999955,739,1653
GROCERY,LAUNDRY DETERGENTS,3.0,7508.069999999995,673,1176
DRUG GM,STATIONERY & SCHOOL SUPPLIES,3.0,2342.010000000003,429,647
DRUG GM,HAIR CARE ACCESSORIES,3.0,468.07999999999987,117,130
DRUG GM,HAND/BODY/FACIAL PRODUCTS,3.0,2797.6500000000024,274,370
MEAT-PCKGD,BACON,3.0,6097.149999999999,760,1509
GROCERY,DOG FOODS,3.0,6498.740000000011,371,894
MEAT-PCKGD,MEAT - MISC,3.0,7456.729999999989,545,940
PRODUCE,ORGANICS FRUIT & VEGETABLES,3.0,1520.4400000000012,285,482
GROCERY,SYRUPS/TOPPINGS,3.0,386.97999999999985,121,158
DRUG GM,COLD AND FLU,3.0,3630.350000000003,522,786
MEAT-PCKGD,FROZEN MEAT,3.0,6939.619999999995,624,1165
MEAT,TURKEY,3.0,6250.05,429,608
GROCERY,SNACK NUTS,3.0,2341.010000000001,378,630
GROCERY,FRZN JCE CONC/DRNKS,3.0,736.2199999999998,146,262
GROCERY,FROZEN PIE/DESSERTS,3.0,3391.83,629,1001
PRODUCE,BROCCOLI/CAULIFLOWER,3.0,1307.4500000000012,341,643
GROCERY,MISC WINE,3.0,1296.730000000001,125,192
DRUG GM,CHARCOAL AND LIGHTER FLUID,3.0,1551.4800000000005,151,248
DRUG GM,HARDWARE SUPPLIES,3.0,616.8000000000002,126,152
DRUG GM,TOBACCO OTHER,3.0,399.23,78,113
SEAFOOD-PCKGD,SEAFOOD-FRESH,3.0,703.3900000000001,107,174
DRUG GM,IN-STORE PHOTOFINISHING,3.0,1013.9100000000001,59,75
GROCERY,FRZN FRUITS,3.0,710.15,90,140
DRUG GM,CHRISTMAS  SEASONAL,3.0,3639.349999999987,358,536
DRUG GM,AUTOMOTIVE PRODUCTS,3.0,583.2500000000002,130,151
DELI,SNACKS,3.0,534.09,116,166
GROCERY,BIRD SEED,3.0,92.85000000000001,17,22
DRUG GM,LAXATIVES,3.0,920.8300000000002,98,156
DRUG GM,PERSONAL CARE APPLIANCES,3.0,208.64999999999998,16,16
DELI,DELI SPECIALTIES (RETAIL PK),3.0,315.0200000000001,74,86
DRUG GM,DISPOSIBLE FOILWARE,3.0,769.8700000000006,199,228
DRUG GM,OVERNIGHT PHOTOFINISHING,3.0,261.29999999999995,20,28
PRODUCE,PROD SUPPLIES,3.0,6.96,4,4
AUTOMOTIVE,COUPON,3.0,64.9,10,10
GROCERY,RESTRICTED DIET,3.0,36.650000000000006,6,8
GROCERY,EGGS,5.0,5461.129999999999,1376,3862
PRODUCE,APPLES,5.0,4811.9500000000035,786,1738
PRODUCE,VALUE ADDED VEGETABLES,5.0,1126.2400000000014,216,360
DRUG GM,LAWN AND GARDEN SHOP,5.0,1033.4900000000002,80,92
PRODUCE,POPCORN,5.0,1714.100000000002,356,550
MEAT,CHICKEN,5.0,13490.880000000001,951,2208
 , ,5.0,0.0,529,1115
DRUG GM,COFFEE FILTERS,5.0,638.69,195,232
DELI,CHICKEN/POULTRY,5.0,4334.830000000004,409,749
GROCERY,BATH TISSUES,5.0,8601.93999999998,863,1895
DRUG GM,INFANT FORMULA,5.0,6185.6600000000035,121,315
NUTRITION,WATER,5.0,584.0999999999999,121,229
NUTRITION,PACKAGED NATURAL SNACKS,5.0,135.22,38,52
GROCERY,LAUNDRY ADDITIVES,5.0,2909.5900000000024,400,625
DELI,PREPARED FOOD,5.0,2492.9500000000007,283,657
GROCERY,CAT LITTER,5.0,2489.1300000000015,216,423
TRAVEL & LEISUR,APPLES,5.0,210.27,53,66
DRUG GM,FAMILY PLANNING,5.0,713.24,64,81
PRODUCE,NUTS,5.0,1200.7100000000014,175,263
COSMETICS,BATH,5.0,558.3700000000001,115,134
COUP/STR & MFG,COUPONS/STORE & MFG,5.0,199.72,91,121
DRUG GM,ETHNIC PERSONAL CARE,5.0,214.36999999999998,40,50
DRUG GM,PORTABLE ELECTRIC APPLIANCES,5.0,171.21999999999997,10,10
NUTRITION,SOUP,5.0,140.67999999999998,24,33
DRUG GM,SPORTS MEMORABLILIA,5.0,341.3400000000002,24,25
DRUG GM,CIGARS,5.0,111.04,15,19
MEAT,VEAL,5.0,30.310000000000006,7,7
RESTAURANT,COFFEE SHOP SWEET GOODS&RETAIL,5.0,95.44,11,12
MEAT,BACON,5.0,0.3,1,1
GROCERY,CONVENIENT BRKFST/WHLSM SNACKS,4.0,7659.6800000000185,822,1989
DELI,CHEESES,4.0,7436.94999999999,642,1598
PASTRY,BREAD,4.0,2765.8400000000015,567,1301
GROCERY,PASTA SAUCE,4.0,5124.720000000008,857,1701
MEAT-PCKGD,LUNCHMEAT,4.0,12963.869999999875,1191,3302
FLORAL,FLORAL-ACCESSORIES,4.0,82.88000000000002,16,19
COSMETICS,MAKEUP AND TREATMENT,4.0,3529.840000000002,353,566
SEAFOOD-PCKGD,SEAFOOD - FROZEN,4.0,9209.299999999963,641,1176
GROCERY,BAKING NEEDS,4.0,3942.8900000000067,769,1396
SEAFOOD-PCKGD,FROZEN - BOXED(GROCERY),4.0,852.0500000000003,113,144
DRUG GM,DEODORANTS,4.0,2139.7799999999997,425,583
GROCERY,ISOTONIC DRINKS,4.0,3099.100000000003,346,678
GROCERY,BEERS/ALES,4.0,19421.32999999977,700,2036
NUTRITION,FITNESS&DIET,4.0,1363.4799999999998,100,251
GROCERY,FACIAL TISS/DNR NAPKIN,4.0,2926.1100000000015,560,1064
MEAT-PCKGD,BREAKFAST SAUSAGE/SANDWICHES,4.0,7068.519999999991,837,1617
GROCERY,FRZN NOVELTIES/WTR ICE,4.0,5129.159999999996,635,1273
GROCERY,AIR CARE,4.0,2662.220000000004,364,567
DRUG GM,IRONING AND CHEMICALS,4.0,465.59000000000003,71,77
DRUG GM,SHOE CARE,4.0,103.53999999999999,34,39
PRODUCE,PEARS,4.0,638.0400000000002,167,288
DRUG GM,AUDIO/VIDEO PRODUCTS,4.0,2137.350000000001,109,136
NUTRITION,CHIPS&SNACKS,4.0,810.1500000000003,132,245
DRUG GM,SOAP - LIQUID & BAR,4.0,2946.5800000000027,532,798
DRUG GM,VITAMINS,4.0,2984.3700000000017,226,303
GROCERY,COUPON/MISC ITEMS,4.0,575.71,164,192
DRUG GM,BROOMS AND MOPS,4.0,1536.2200000000007,314,413
DRUG GM,EYE AND EAR CARE PRODUCTS,4.0,967.8799999999999,119,150
NUTRITION,NON EDIBLE PRODUCTS,4.0,38.519999999999996,6,7
FLORAL,ROSES,4.0,1489.6900000000003,77,84
DRUG GM,COOKWARE & BAKEWARE,4.0,970.7800000000003,141,156
NUTRITION,BAKING,4.0,197.2,33,53
FLORAL,FLORAL- HARD GOODS,4.0,268.05999999999995,28,31
RESTAURANT,QUICK SERVICE,4.0,63.47,10,14
DRUG GM,SUNTAN,4.0,97.17000000000002,10,11
DRUG GM,CONTINUITIES,6.0,16.770000000000003,2,2
DRUG GM,FD WRAPS/BAGS/TRSH BG,6.0,7.58,2,2
SEAFOOD,MEAT SUPPLIES,6.0,58.480000000000004,8,8
NUTRITION,ORGANICS FRUIT & VEGETABLES,6.0,2.99,1,1
MEAT,MEAT - MISC,6.0,3.12,1,1
VIDEO RENTAL,UNKNOWN,1.0,7.99,2,2
DRUG GM,ADULT INCONTINENCE,1.0,158.78,12,19
CHEF SHOPPE,UNKNOWN,1.0,67.81,6,13
NUTRITION,BABYFOOD,1.0,29.54,4,4
DRUG GM,FALL AND WINTER SEASONAL,1.0,41.849999999999994,13,13
DRUG GM,CONTINUITIES,1.0,39.730000000000004,8,9
SEAFOOD,MEAT SUPPLIES,1.0,5.0600000000000005,2,2
DRUG GM,HOME FURNISHINGS,1.0,93.92,5,5
NUTRITION,ORGANICS FRUIT & VEGETABLES,1.0,8.97,2,3
DRUG GM,FRAGRANCES,1.0,29.99,1,1
DRUG GM,LONG DISTANCE CALLING CARDS,1.0,41.4,3,3
MEAT,MEAT - MISC,1.0,1.54,1,1
NUTRITION,NATURAL VITAMINS,5.0,55.16,4,5
MEAT,MEAT SUPPLIES,2.0,6.62,2,2
DELI,PREPARED FOOD,7.0,3502.0000000000005,326,650
GROCERY,BATH TISSUES,7.0,9349.779999999982,921,1988
DELI,CHICKEN/POULTRY,7.0,4096.050000000004,402,706
GROCERY,EGGS,7.0,5719.900000000015,1410,3965
PRODUCE,APPLES,7.0,6194.889999999999,854,2022
PRODUCE,NUTS,7.0,1692.6000000000022,219,336
PRODUCE,POPCORN,7.0,1843.730000000001,401,597
NUTRITION,WATER,7.0,484.84000000000015,100,203
RESTAURANT,COFFEE SHOP SWEET GOODS&RETAIL,7.0,100.25,10,15
COUP/STR & MFG,COUPONS/STORE & MFG,7.0,151.02,70,83
MEAT,CHICKEN,7.0,12587.529999999988,886,1986
NUTRITION,NATURAL VITAMINS,7.0,83.16,10,10
 , ,7.0,0.0,596,1257
DRUG GM,INFANT FORMULA,7.0,7612.840000000001,131,355
DRUG GM,COFFEE FILTERS,7.0,657.65,193,227
PRODUCE,VALUE ADDED VEGETABLES,7.0,882.4000000000003,172,256
GROCERY,CAT LITTER,7.0,2670.1600000000008,222,463
PRODUCE,SEASONAL,7.0,811.5200000000004,117,123
DRUG GM,FAMILY PLANNING,7.0,564.73,57,66
GROCERY,LAUNDRY ADDITIVES,7.0,2898.0100000000034,416,627
TRAVEL & LEISUR,APPLES,7.0,683.7899999999997,169,224
NUTRITION,PACKAGED NATURAL SNACKS,7.0,250.70999999999998,31,51
COSMETICS,BATH,7.0,683.8000000000001,118,140
NUTRITION,SOUP,7.0,331.64,44,73
DRUG GM,SPORTS MEMORABLILIA,7.0,576.57,43,45
DRUG GM,PORTABLE ELECTRIC APPLIANCES,7.0,396.54,25,27
DRUG GM,CIGARS,7.0,73.17,13,17
MEAT,VEAL,7.0,51.85000000000001,9,10
DRUG GM,ETHNIC PERSONAL CARE,7.0,93.75,29,30
MEAT,RW FRESH PROCESSED MEAT,3.0,1.51,1,1
MEAT,MEAT SUPPLIES,3.0,7.99,1,1
DRUG GM,HOME FREEZING & CANNING SUPPLY,4.0,58.019999999999996,7,7
DRUG GM,MISCELLANEOUS HBC,4.0,2.99,1,1
DRUG GM,LAWN AND GARDEN SHOP,7.0,14.9,1,1
POSTAL CENTER,CANDY - PACKAGED,7.0,2.49,2,2
PROD-WHS SALES,PROD SUPPLIES,5.0,0.96,1,1
DELI,CHICKEN/POULTRY,8.0,4003.170000000003,391,698
GROCERY,EGGS,8.0,5711.070000000026,1346,3570
MEAT,CHICKEN,8.0,10512.139999999996,825,1694
GROCERY,BATH TISSUES,8.0,8079.47999999998,839,1710
PRODUCE,APPLES,8.0,4955.289999999999,742,1634
PRODUCE,POPCORN,8.0,1622.6100000000015,378,517
DRUG GM,COFFEE FILTERS,8.0,612.73,194,222
 , ,8.0,0.0,498,884
DRUG GM,FAMILY PLANNING,8.0,647.07,60,68
DELI,PREPARED FOOD,8.0,3069.5300000000007,285,520
GROCERY,LAUNDRY ADDITIVES,8.0,2488.1200000000026,377,531
DRUG GM,INFANT FORMULA,8.0,6219.76,134,304
COSMETICS,BATH,8.0,606.6400000000001,123,139
DRUG GM,ETHNIC PERSONAL CARE,8.0,180.81,36,44
NUTRITION,WATER,8.0,783.3900000000001,96,186
TRAVEL & LEISUR,APPLES,8.0,232.61999999999998,50,69
PRODUCE,VALUE ADDED VEGETABLES,8.0,1093.900000000001,169,266
GROCERY,CAT LITTER,8.0,2479.1100000000006,211,374
POSTAL CENTER,CANDY - CHECKLANE,8.0,6.6000000000000005,5,13
PRODUCE,NUTS,8.0,1262.3400000000015,166,258
RESTAURANT,COFFEE SHOP SWEET GOODS&RETAIL,8.0,123.52,12,14
NUTRITION,PACKAGED NATURAL SNACKS,8.0,134.94000000000003,26,38
COUP/STR & MFG,COUPONS/STORE & MFG,8.0,127.59,66,75
DRUG GM,PORTABLE ELECTRIC APPLIANCES,8.0,407.81,25,25
NUTRITION,SOUP,8.0,343.47,33,65
DRUG GM,CIGARS,8.0,71.34,11,17
DRUG GM,SPORTS MEMORABLILIA,8.0,431.30000000000007,32,36
MEAT-PCKGD,FROZEN PACKAGE MEAT,8.0,12.99,1,1
MEAT,VEAL,8.0,47.510000000000005,10,11
NUTRITION,NATURAL VITAMINS,8.0,84.35,7,7
DRUG GM,LAWN AND GARDEN SHOP,8.0,1.98,1,1
DRUG GM,PROPANE,4.0,67.96,4,4
POSTAL CENTER,CANDY - PACKAGED,8.0,8.95,1,1
GROCERY,FRZN NOVELTIES/WTR ICE,1.0,2619.2899999999954,387,629
GROCERY,BEERS/ALES,1.0,8525.079999999876,418,900
GROCERY,BAKING NEEDS,1.0,1090.6100000000029,269,413
MEAT-PCKGD,LUNCHMEAT,1.0,4749.179999999944,623,1166
GROCERY,CONVENIENT BRKFST/WHLSM SNACKS,1.0,2802.6900000000014,398,702
COSMETICS,MAKEUP AND TREATMENT,1.0,1040.5000000000014,147,187
PASTRY,BREAD,1.0,683.790000000001,193,289
MEAT-PCKGD,BREAKFAST SAUSAGE/SANDWICHES,1.0,2291.0699999999974,328,499
SEAFOOD-PCKGD,SEAFOOD - FROZEN,1.0,2331.34,240,317
GROCERY,PASTA SAUCE,1.0,1519.0199999999984,390,577
DRUG GM,DEODORANTS,1.0,835.4900000000018,210,245
GROCERY,AIR CARE,1.0,819.3700000000016,151,195
GROCERY,FACIAL TISS/DNR NAPKIN,1.0,748.9200000000009,212,321
NUTRITION,FITNESS&DIET,1.0,326.6200000000002,50,73
GROCERY,COUPON/MISC ITEMS,1.0,377.81000000000006,78,88
DRUG GM,VITAMINS,1.0,720.1300000000005,68,84
GROCERY,ISOTONIC DRINKS,1.0,1484.3699999999976,192,299
DRUG GM,EYE AND EAR CARE PRODUCTS,1.0,463.4500000000003,59,69
DRUG GM,SOAP - LIQUID & BAR,1.0,1162.7600000000018,229,290
DELI,CHEESES,1.0,2360.9599999999955,304,535
PRODUCE,PEARS,1.0,155.37000000000003,62,72
NUTRITION,BAKING,1.0,19.810000000000002,6,7
DRUG GM,BROOMS AND MOPS,1.0,645.5600000000005,156,188
DRUG GM,COOKWARE & BAKEWARE,1.0,270.1300000000001,33,35
DRUG GM,AUDIO/VIDEO PRODUCTS,1.0,386.77000000000015,26,30
SEAFOOD-PCKGD,FROZEN - BOXED(GROCERY),1.0,141.42999999999998,25,27
NUTRITION,CHIPS&SNACKS,1.0,291.6000000000003,62,90
DRUG GM,PROPANE,1.0,102.95,4,4
FLORAL,ROSES,1.0,484.7000000000001,33,39
DRUG GM,SHOE CARE,1.0,36.809999999999995,13,13
DRUG GM,IRONING AND CHEMICALS,1.0,315.1600000000001,23,27
DRUG GM,SUNTAN,1.0,369.4600000000002,44,47
GROCERY,VEGETABLES - SHELF STABLE,2.0,6446.740000000007,1118,2626
GROCERY,FLUID MILK PRODUCTS,2.0,25437.169999999274,1852,8956
GROCERY,PICKLE/RELISH/PKLD VEG,2.0,2074.340000000002,567,886
DRUG GM,DIETARY AID PRODUCTS,2.0,1990.2700000000013,113,241
GROCERY,BAKED BREAD/BUNS/ROLLS,2.0,19884.79999999959,1819,8229
DELI,SERVICE BEVERAGE,2.0,81.77999999999999,32,72
MEAT-PCKGD,DINNER SAUSAGE,2.0,6802.559999999985,800,1517
GROCERY,SHORTENING/OIL,2.0,3479.6900000000032,704,1076
MEAT-PCKGD,HEAT/SERVE,2.0,3242.150000000004,385,647
GROCERY,YOGURT,2.0,7645.470000000054,823,2344
PASTRY,BREAKFAST SWEETS,2.0,2516.870000000004,565,1089
GROCERY,COLD CEREAL,2.0,14989.809999999856,1256,3407
GROCERY,CANNED JUICES,2.0,9704.549999999983,1058,2589
GROCERY,WAREHOUSE SNACKS,2.0,2502.5100000000057,598,1083
PRODUCE,POTATOES,2.0,4892.96000000001,934,1894
DRUG GM,ANALGESICS,2.0,2553.220000000002,344,455
DRUG GM,MAGAZINE,2.0,4622.2800000000125,446,1012
PRODUCE,VEGETABLES - ALL OTHERS,2.0,3886.8299999999963,887,2068
GROCERY,BUTTER,2.0,1924.9100000000014,318,549
GROCERY,DOMESTIC WINE,2.0,6511.759999999996,218,523
GROCERY,DRY SAUCES/GRAVY,2.0,1327.1299999999999,420,686
PRODUCE,VALUE ADDED FRUIT,2.0,3139.8199999999997,540,1087
DRUG GM,ORAL HYGIENE PRODUCTS,2.0,4560.690000000006,609,991
DRUG GM,PLASTIC HOUSEWARES,2.0,1226.1100000000004,287,361
DRUG GM,KITCHEN GADGETS,2.0,895.2500000000005,253,295
GROCERY,OLIVES,2.0,693.3600000000001,220,329
PRODUCE,PEPPERS-ALL,2.0,1912.8400000000038,592,1093
DRUG GM,FILM AND CAMERA PRODUCTS,2.0,1245.8100000000004,153,185
NUTRITION,RICE CAKES,2.0,422.8699999999999,85,150
PRODUCE,SQUASH,2.0,382.72,172,263
DELI,SANDWICHES,2.0,415.5799999999999,71,103
DRUG GM,DOMESTIC GOODS,2.0,583.32,78,88
GROCERY,COCOA MIXES,2.0,880.3499999999993,258,346
NUTRITION,CONDIMENTS,2.0,210.25000000000003,37,53
DELI,DELI SUPPLIES,2.0,115.59,29,32
NUTRITION,BEVERAGE,2.0,301.5799999999999,32,95
PASTRY,DELI SUPPLIES,2.0,117.63000000000001,47,49
NUTRITION,PREPARED/PKGD FOODS,2.0,344.25000000000006,51,83
COSMETICS,COSMETIC ACCESSORIES,2.0,175.03,26,27
DRUG GM,SMOKING CESSATIONS,2.0,308.02,6,10
GROCERY,CANNED MILK,2.0,337.52,121,170
COSMETICS,FRAGRANCES,2.0,120.75,6,6
GM MERCH EXP,UNKNOWN,2.0,9.04,2,2
DRUG GM,NATURAL HBC,2.0,40.330000000000005,5,5
RESTAURANT,COFFEE SHOP,2.0,13.83,3,3
DAIRY DELI,MILK BY-PRODUCTS,2.0,5.78,1,1
GROCERY,ISOTONIC DRINKS,6.0,4775.239999999989,467,1087
MEAT-PCKGD,LUNCHMEAT,6.0,13764.959999999839,1206,3467
MEAT-PCKGD,BREAKFAST SAUSAGE/SANDWICHES,6.0,5670.429999999999,692,1362
GROCERY,CONVENIENT BRKFST/WHLSM SNACKS,6.0,7849.090000000019,846,1962
GROCERY,FRZN NOVELTIES/WTR ICE,6.0,7583.929999999989,869,2018
NUTRITION,FITNESS&DIET,6.0,1616.8100000000009,129,327
GROCERY,BAKING NEEDS,6.0,2977.710000000004,655,1085
GROCERY,PASTA SAUCE,6.0,4616.610000000006,824,1554
DRUG GM,BROOMS AND MOPS,6.0,1491.9900000000011,327,450
GROCERY,FACIAL TISS/DNR NAPKIN,6.0,2480.430000000002,491,899
GROCERY,BEERS/ALES,6.0,22690.079999999674,778,2350
DELI,CHEESES,6.0,7835.349999999996,668,1703
DRUG GM,SOAP - LIQUID & BAR,6.0,3149.380000000003,563,873
SEAFOOD-PCKGD,SEAFOOD - FROZEN,6.0,5990.430000000005,486,816
DRUG GM,DEODORANTS,6.0,2324.400000000002,437,603
PRODUCE,PEARS,6.0,462.35999999999996,142,202
DRUG GM,EYE AND EAR CARE PRODUCTS,6.0,840.9300000000003,108,141
PASTRY,BREAD,6.0,2320.270000000003,473,1028
COSMETICS,MAKEUP AND TREATMENT,6.0,3091.3300000000017,354,543
GROCERY,COUPON/MISC ITEMS,6.0,503.96000000000004,133,145
GROCERY,AIR CARE,6.0,2210.1300000000024,316,478
DRUG GM,SHOE CARE,6.0,74.82,22,22
DRUG GM,HOME FREEZING & CANNING SUPPLY,6.0,264.37999999999994,29,45
SEAFOOD-PCKGD,FROZEN - BOXED(GROCERY),6.0,724.0300000000002,83,105
NUTRITION,CHIPS&SNACKS,6.0,873.9200000000004,140,254
DRUG GM,SUNTAN,6.0,631.4600000000002,76,79
DRUG GM,COOKWARE & BAKEWARE,6.0,614.5900000000001,85,91
DRUG GM,VITAMINS,6.0,2446.350000000001,189,249
