department,commodity_desc,quarter_like_period,sales,households,baskets
GROCERY,CANNED JUICES,5.0,10374.519999999971,991,2723
DRUG GM,PLASTIC HOUSEWARES,5.0,1107.9900000000002,252,303
PRODUCE,VEGETABLES - ALL OTHERS,5.0,4751.680000000016,923,2367
GROCERY,FLUID MILK PRODUCTS,5.0,28386.7599999998,1806,9657
MEAT-PCKGD,DINNER SAUSAGE,5.0,6734.909999999996,780,1556
GROCERY,BAKED BREAD/BUNS/ROLLS,5.0,20855.039999999753,1765,8665
DRUG GM,MAGAZINE,5.0,4456.3100000000095,455,1018
GROCERY,COLD CEREAL,5.0,15880.099999999884,1229,3571
GROCERY,BUTTER,5.0,1982.8099999999977,342,589
DRUG GM,ORAL HYGIENE PRODUCTS,5.0,5267.370000000006,654,1074
GROCERY,DRY SAUCES/GRAVY,5.0,1376.6800000000003,437,695
GROCERY,COCOA MIXES,5.0,1064.7,287,400
DELI,DELI SUPPLIES,5.0,75.19,25,26
GROCERY,YOGURT,5.0,9090.109999999959,893,2575
GROCERY,DOMESTIC WINE,5.0,9092.169999999964,220,599
PRODUCE,POTATOES,5.0,6767.539999999997,989,2198
PRODUCE,VALUE ADDED FRUIT,5.0,3300.3399999999997,524,1005
DELI,SANDWICHES,5.0,779.9700000000004,86,140
COSMETICS,FRAGRANCES,5.0,344.87,16,17
PASTRY,BREAKFAST SWEETS,5.0,2881.9300000000035,576,1151
DRUG GM,ANALGESICS,5.0,3383.2900000000036,379,555
GROCERY,WAREHOUSE SNACKS,5.0,2225.4500000000016,489,890
GROCERY,PICKLE/RELISH/PKLD VEG,5.0,2475.8699999999985,609,967
DRUG GM,KITCHEN GADGETS,5.0,933.9700000000007,246,282
PRODUCE,SQUASH,5.0,455.83,189,313
DRUG GM,FILM AND CAMERA PRODUCTS,5.0,1004.2000000000003,117,140
MEAT-PCKGD,HEAT/SERVE,5.0,3982.5500000000056,425,762
GROCERY,CANNED MILK,5.0,409.2200000000001,134,191
NUTRITION,RICE CAKES,5.0,604.4299999999998,125,202
NUTRITION,PREPARED/PKGD FOODS,5.0,416.16999999999996,54,93
DRUG GM,DOMESTIC GOODS,5.0,308.19000000000017,110,137
PASTRY,DELI SUPPLIES,5.0,176.25000000000003,40,47
DRUG GM,DIETARY AID PRODUCTS,5.0,2775.8600000000015,122,267
GROCERY,OLIVES,5.0,897.0900000000005,244,388
RESTAURANT,COFFEE SHOP,5.0,223.86,20,62
COSMETICS,COSMETIC ACCESSORIES,5.0,466.98,52,63
NUTRITION,BEVERAGE,5.0,123.79999999999998,32,45
DELI,SERVICE BEVERAGE,5.0,62.760000000000005,31,52
NUTRITION,CONDIMENTS,5.0,194.26999999999998,36,46
DRUG GM,SMOKING CESSATIONS,5.0,345.26,7,7
GROCERY,DRY MIX DESSERTS,4.0,2045.5399999999977,517,856
GROCERY,BAKED SWEET GOODS,4.0,7766.459999999972,958,2644
GROCERY,SEAFOOD - SHELF STABLE,4.0,4056.789999999999,683,1314
GROCERY,SOFT DRINKS,4.0,46739.700000000754,1783,10244
PRODUCE,ONIONS,4.0,3370.380000000002,941,2091
GROCERY,CONDIMENTS/SAUCES,4.0,6084.840000000006,1150,2493
GROCERY,MILK BY-PRODUCTS,4.0,5999.180000000017,1102,2721
NUTRITION,REFRIGERATED,4.0,3335.7000000000053,254,674
PRODUCE,CARROTS,4.0,2513.4700000000107,700,1344
NUTRITION,SNKS/CKYS/CRKR/CNDY,4.0,458.91,87,133
DRUG GM,FEMININE HYGIENE,4.0,2762.5500000000015,414,601
PRODUCE,BERRIES,4.0,4736.260000000006,595,1271
PRODUCE,SALAD MIX,4.0,7032.859999999999,926,2426
DRUG GM,HALLOWEEN,4.0,48.36,15,15
MEAT-PCKGD,HOT DOGS,4.0,4032.5299999999984,673,1299
GROCERY,PNT BTR/JELLY/JAMS,4.0,4352.3000000000075,810,1403
MEAT,PORK,4.0,12860.589999999987,840,1763
DRUG GM,BABY FOODS,4.0,3558.950000000005,208,632
GROCERY,MISC. DAIRY,4.0,3395.3300000000045,600,1112
SPIRITS,LIQUOR,4.0,3057.1400000000017,147,268
DRUG GM,SEWING,4.0,45.489999999999995,22,22
DRUG GM,SHAVING CARE PRODUCTS,4.0,3214.8200000000015,301,430
DELI,SALADS/DIPS,4.0,2858.0100000000025,436,729
SALAD BAR,SALAD BAR,4.0,4551.73,423,1255
DRUG GM,BOOKSTORE,4.0,1859.8500000000008,142,174
GROCERY,FRZN ICE,4.0,531.2900000000002,142,228
PRODUCE,STONE FRUIT,4.0,540.1,208,270
MISC. TRANS.,NO COMMODITY DESCRIPTION,4.0,1200.3500000000004,206,327
FLORAL,FLORAL-FLOWERING PLANTS,4.0,500.49,60,63
DRUG GM,INSECTICIDES,4.0,171.39,27,27
GROCERY,LIQUOR,4.0,244.93999999999997,55,68
NUTRITION,DRY TEA/COFFEE/COCO MIX,4.0,161.72000000000003,23,30
FLORAL,FLORAL BALLOONS,4.0,388.96000000000004,61,69
COSMETICS,COUPON/MISC ITEMS,4.0,29.97,11,11
GROCERY,BOTTLE DEPOSITS,4.0,20.4,3,8
MEAT,LAMB,4.0,213.38000000000002,13,18
GROCERY,FRZN SEAFOOD,4.0,42.900000000000006,8,9
GARDEN CENTER,GARDEN CENTER,4.0,445.55000000000007,8,11
PHOTO,REFRGRATD DOUGH PRODUCTS,4.0,6.38,2,2
SEAFOOD-PCKGD,PKG.SEAFOOD MISC,6.0,3.49,1,1
DRUG GM,FIREWORKS,6.0,548.5900000000003,42,45
DELI,PARTY TRAYS,1.0,315.86000000000007,11,11
MEAT,EXOTIC GAME/FOWL,1.0,32.55,5,5
DRUG GM,COUPON/MISC ITEMS,1.0,2.99,1,1
GARDEN CENTER,UNKNOWN,4.0,12.99,1,1
DRUG GM,EASTER,5.0,950.0300000000019,245,297
DRUG GM,NATURAL HBC,5.0,3.49,1,1
CHARITABLE CONT,UNKNOWN,2.0,7.74,2,2
PRODUCE,SALAD BAR,2.0,11.65,1,1
DRUG GM,VALENTINE,2.0,7.470000000000001,2,2
GROCERY,COLD CEREAL,7.0,15588.79999999992,1221,3496
GROCERY,SHORTENING/OIL,7.0,4365.169999999996,797,1247
GROCERY,BAKED BREAD/BUNS/ROLLS,7.0,20329.02000000001,1775,8309
PRODUCE,VEGETABLES - ALL OTHERS,7.0,4738.970000000002,963,2307
GROCERY,FLUID MILK PRODUCTS,7.0,29888.889999999858,1858,9991
PASTRY,BREAKFAST SWEETS,7.0,2726.410000000004,580,1101
GROCERY,YOGURT,7.0,8058.069999999984,829,2359
PRODUCE,PEPPERS-ALL,7.0,2267.5199999999986,585,1092
GROCERY,VEGETABLES - SHELF STABLE,7.0,9321.52000000005,1295,3538
PRODUCE,POTATOES,7.0,6756.159999999992,1065,2281
PRODUCE,SQUASH,7.0,521.7400000000001,193,303
GROCERY,CANNED JUICES,7.0,10472.590000000004,1044,2824
DRUG GM,ORAL HYGIENE PRODUCTS,7.0,5631.430000000007,696,1176
DRUG GM,MAGAZINE,7.0,4309.48000000001,423,937
GROCERY,OLIVES,7.0,846.0799999999997,257,388
GROCERY,COCOA MIXES,7.0,1663.4400000000005,445,644
GROCERY,DRY SAUCES/GRAVY,7.0,2250.339999999999,668,1173
GROCERY,WAREHOUSE SNACKS,7.0,2022.6400000000024,490,838
DRUG GM,ANALGESICS,7.0,4012.3400000000056,441,656
GROCERY,BUTTER,7.0,2935.5899999999974,491,897
MEAT-PCKGD,HEAT/SERVE,7.0,4226.230000000006,403,774
MEAT-PCKGD,DINNER SAUSAGE,7.0,5224.500000000006,701,1217
DRUG GM,PLASTIC HOUSEWARES,7.0,1189.3300000000002,226,286
PRODUCE,VALUE ADDED FRUIT,7.0,1976.1900000000003,305,557
GROCERY,CANNED MILK,7.0,863.3499999999999,297,393
GROCERY,PICKLE/RELISH/PKLD VEG,7.0,1987.4299999999998,520,792
GROCERY,DOMESTIC WINE,7.0,9892.07999999995,272,732
NUTRITION,PREPARED/PKGD FOODS,7.0,406.89,54,96
DRUG GM,DOMESTIC GOODS,7.0,393.9200000000001,62,74
DRUG GM,KITCHEN GADGETS,7.0,1245.4500000000005,214,241
DRUG GM,DIETARY AID PRODUCTS,7.0,1968.6100000000013,119,229
NUTRITION,RICE CAKES,7.0,545.7099999999998,130,191
NUTRITION,CONDIMENTS,7.0,240.46000000000004,45,59
DRUG GM,FILM AND CAMERA PRODUCTS,7.0,989.2300000000001,98,108
NUTRITION,BEVERAGE,7.0,121.73000000000002,21,30
COSMETICS,FRAGRANCES,7.0,406.14,20,22
DELI,SANDWICHES,7.0,755.4200000000002,63,127
RESTAURANT,COFFEE SHOP,7.0,95.8,17,32
DELI,SERVICE BEVERAGE,7.0,47.96,19,32
PASTRY,DELI SUPPLIES,7.0,82.32000000000001,31,32
DELI,DELI SUPPLIES,7.0,113.70000000000002,27,29
DRUG GM,SMOKING CESSATIONS,7.0,516.84,9,14
COSMETICS,COSMETIC ACCESSORIES,7.0,197.79,13,14
DRUG GM,NATURAL HBC,7.0,26.430000000000003,4,4
NUTRITION,BULK FOODS,7.0,20.060000000000002,4,4
DRUG GM,VALENTINE,3.0,25.53,7,9
DRUG GM,DOLLAR VALUE PRODUCTS,3.0,10.0,5,5
RX,PHARMACY,4.0,7.99,1,1
DRUG GM,EASTER,7.0,4.98,1,1
SALAD BAR,PROD SUPPLIES,7.0,0.0,2,2
MEAT,MISCELLANEOUS,6.0,0.95,1,1
DRUG GM,WATCHES/CALCULATORS/LOBBY,6.0,3.99,2,2
SALAD BAR,PROD SUPPLIES,5.0,0.0,1,1
TRAVEL & LEISUR,MELONS,5.0,2.0,1,1
GROCERY,COLD CEREAL,8.0,14072.430000000004,1208,3130
GROCERY,VEGETABLES - SHELF STABLE,8.0,8035.510000000058,1220,3088
NUTRITION,RICE CAKES,8.0,633.1799999999998,146,227
PRODUCE,POTATOES,8.0,6029.310000000004,970,1953
MEAT-PCKGD,HEAT/SERVE,8.0,3523.6600000000044,386,657
DRUG GM,PLASTIC HOUSEWARES,8.0,1121.6599999999999,235,280
DRUG GM,ORAL HYGIENE PRODUCTS,8.0,4191.3800000000065,606,939
GROCERY,FLUID MILK PRODUCTS,8.0,26971.399999999918,1837,8417
DRUG GM,KITCHEN GADGETS,8.0,903.9500000000004,176,196
GROCERY,COCOA MIXES,8.0,1466.49,392,576
GROCERY,OLIVES,8.0,681.7699999999996,225,296
GROCERY,BAKED BREAD/BUNS/ROLLS,8.0,17926.290000000037,1735,7163
PASTRY,BREAKFAST SWEETS,8.0,2358.540000000003,521,977
DRUG GM,MAGAZINE,8.0,3944.6800000000076,408,855
GROCERY,WAREHOUSE SNACKS,8.0,1583.0300000000007,395,683
GROCERY,CANNED JUICES,8.0,9934.890000000012,1063,2709
GROCERY,SHORTENING/OIL,8.0,3787.2400000000016,698,1057
GROCERY,BUTTER,8.0,2026.139999999999,354,623
PRODUCE,VEGETABLES - ALL OTHERS,8.0,4747.130000000012,884,2052
MEAT-PCKGD,DINNER SAUSAGE,8.0,4405.510000000004,639,1045
DELI,SANDWICHES,8.0,482.6400000000001,65,91
GROCERY,YOGURT,8.0,7254.349999999997,854,2134
PRODUCE,PEPPERS-ALL,8.0,2188.170000000003,560,996
GROCERY,DOMESTIC WINE,8.0,8269.829999999965,263,615
PASTRY,DELI SUPPLIES,8.0,201.29,39,41
GROCERY,DRY SAUCES/GRAVY,8.0,1888.6299999999997,566,944
GROCERY,PICKLE/RELISH/PKLD VEG,8.0,1796.5600000000004,458,668
DRUG GM,ANALGESICS,8.0,4120.0300000000025,447,660
DRUG GM,DOMESTIC GOODS,8.0,658.0800000000002,67,79
PRODUCE,VALUE ADDED FRUIT,8.0,1631.62,262,441
DELI,SERVICE BEVERAGE,8.0,43.129999999999995,18,27
DRUG GM,DIETARY AID PRODUCTS,8.0,2326.550000000001,134,248
PRODUCE,SQUASH,8.0,454.53999999999996,149,230
DRUG GM,SMOKING CESSATIONS,8.0,467.86,8,12
GROCERY,CANNED MILK,8.0,434.6399999999998,164,217
DELI,DELI SUPPLIES,8.0,100.57000000000001,20,24
DRUG GM,FILM AND CAMERA PRODUCTS,8.0,570.19,79,85
NUTRITION,CONDIMENTS,8.0,208.57000000000005,41,53
NUTRITION,PREPARED/PKGD FOODS,8.0,340.7699999999999,42,76
DRUG GM,NATURAL HBC,8.0,42.440000000000005,10,11
RESTAURANT,COFFEE SHOP,8.0,121.64000000000001,7,20
COSMETICS,COSMETIC ACCESSORIES,8.0,118.82000000000001,19,20
COSMETICS,FRAGRANCES,8.0,641.8200000000002,19,22
NUTRITION,BEVERAGE,8.0,40.05,11,14
DRUG GM,EASTER,8.0,241.71,48,50
SALAD BAR,PROD SUPPLIES,8.0,7.85,2,2
NUTRITION,BULK FOODS,8.0,20.96,3,4
PRODUCE,APPLES,1.0,1529.9000000000026,339,543
PRODUCE,POPCORN,1.0,479.9300000000007,131,153
NUTRITION,WATER,1.0,167.54000000000002,56,78
GROCERY,EGGS,1.0,1827.9200000000083,687,1270
PRODUCE,VALUE ADDED VEGETABLES,1.0,376.0100000000003,75,95
DRUG GM,INFANT FORMULA,1.0,2507.7299999999987,64,136
COSMETICS,BATH,1.0,285.65000000000015,60,76
 , ,1.0,0.0,266,364
DELI,CHICKEN/POULTRY,1.0,1999.73,187,319
GROCERY,BATH TISSUES,1.0,2994.089999999982,433,693
MEAT,CHICKEN,1.0,5219.38,485,792
MEAT,VEAL,1.0,45.32,6,10
TRAVEL & LEISUR,APPLES,1.0,116.30000000000001,30,34
GROCERY,LAUNDRY ADDITIVES,1.0,1062.9700000000016,193,243
NUTRITION,SOUP,1.0,22.130000000000003,6,8
DRUG GM,COFFEE FILTERS,1.0,187.23,89,98
DELI,PREPARED FOOD,1.0,970.7000000000003,130,239
NUTRITION,PACKAGED NATURAL SNACKS,1.0,27.99,14,14
DRUG GM,LAWN AND GARDEN SHOP,1.0,470.4200000000001,28,30
DRUG GM,ETHNIC PERSONAL CARE,1.0,80.45,19,21
DRUG GM,FAMILY PLANNING,1.0,306.40999999999997,35,38
GROCERY,CAT LITTER,1.0,658.1200000000005,83,130
PRODUCE,NUTS,1.0,301.02000000000015,52,65
GROCERY,SOFT DRINKS,2.0,46383.52000000066,1798,10287
PRODUCE,STONE FRUIT,2.0,5513.290000000001,804,1918
PRODUCE,SALAD MIX,2.0,5430.56000000001,826,1913
GROCERY,MILK BY-PRODUCTS,2.0,5365.160000000005,1060,2577
MEAT,PORK,2.0,13025.389999999985,868,1778
SALAD BAR,SALAD BAR,2.0,4107.66,428,1102
GROCERY,FRZN ICE,2.0,1409.4400000000028,302,477
MEAT-PCKGD,HOT DOGS,2.0,5198.4300000000085,876,1728
GROCERY,BAKED SWEET GOODS,2.0,6858.70999999999,969,2466
GROCERY,CONDIMENTS/SAUCES,2.0,6000.890000000032,1183,2460
DRUG GM,BOOKSTORE,2.0,2530.1400000000017,168,233
PRODUCE,ONIONS,2.0,2859.390000000005,939,2008
DRUG GM,SHAVING CARE PRODUCTS,2.0,2777.460000000001,339,437
PRODUCE,CARROTS,2.0,1705.370000000002,582,953
MISC. TRANS.,NO COMMODITY DESCRIPTION,2.0,810.5800000000002,157,240
DRUG GM,BABY FOODS,2.0,3112.4899999999943,186,536
GROCERY,PNT BTR/JELLY/JAMS,2.0,4008.070000000005,794,1334
PRODUCE,BERRIES,2.0,5182.17,632,1462
NUTRITION,REFRIGERATED,2.0,2775.880000000003,226,609
DRUG GM,FEMININE HYGIENE,2.0,2549.3499999999995,420,583
GROCERY,SEAFOOD - SHELF STABLE,2.0,3247.3399999999992,576,1006
GROCERY,MISC. DAIRY,2.0,2714.4600000000037,541,913
DRUG GM,INSECTICIDES,2.0,769.8600000000001,138,155
GROCERY,DRY MIX DESSERTS,2.0,1342.2699999999995,439,650
DELI,SALADS/DIPS,2.0,3687.4100000000044,490,882
GROCERY,LIQUOR,2.0,299.07000000000005,52,72
FLORAL,FLORAL-FLOWERING PLANTS,2.0,363.85999999999996,35,40
DRUG GM,HALLOWEEN,2.0,222.83999999999997,18,18
GARDEN CENTER,GARDEN CENTER,2.0,485.78999999999996,38,47
SPIRITS,LIQUOR,2.0,2518.340000000002,125,240
MEAT,LAMB,2.0,158.54000000000002,17,22
GROCERY,BOTTLE DEPOSITS,2.0,21.4,9,18
NUTRITION,DRY TEA/COFFEE/COCO MIX,2.0,37.7,9,10
GARDEN CENTER,UNKNOWN,2.0,66.94,6,7
NUTRITION,SNKS/CKYS/CRKR/CNDY,2.0,487.9399999999998,69,118
DRUG GM,SEWING,2.0,61.29,25,26
FLORAL,FLORAL BALLOONS,2.0,189.17000000000002,34,37
GROCERY,FRZN SEAFOOD,2.0,36.93,4,6
 , ,6.0,0.0,563,1167
PRODUCE,VALUE ADDED VEGETABLES,6.0,840.0000000000005,172,277
DELI,CHICKEN/POULTRY,6.0,5438.550000000003,506,1003
GROCERY,BATH TISSUES,6.0,8213.049999999981,894,1970
MEAT,CHICKEN,6.0,12756.250000000002,920,2134
GROCERY,EGGS,6.0,5042.659999999995,1331,3729
PRODUCE,POPCORN,6.0,1503.6400000000015,333,462
DELI,PREPARED FOOD,6.0,3033.6500000000005,342,704
GROCERY,CAT LITTER,6.0,2455.4400000000014,216,436
PRODUCE,APPLES,6.0,4467.220000000001,709,1490
DRUG GM,COFFEE FILTERS,6.0,678.34,188,215
DRUG GM,INFANT FORMULA,6.0,6234.970000000001,120,315
GROCERY,LAUNDRY ADDITIVES,6.0,2772.000000000002,408,596
DRUG GM,SPORTS MEMORABLILIA,6.0,308.0299999999999,31,37
COSMETICS,BATH,6.0,637.4600000000002,134,153
NUTRITION,WATER,6.0,474.94999999999993,93,177
DRUG GM,FAMILY PLANNING,6.0,571.5799999999999,64,68
DRUG GM,LAWN AND GARDEN SHOP,6.0,1039.0000000000002,70,105
PRODUCE,NUTS,6.0,963.4200000000004,135,191
TRAVEL & LEISUR,APPLES,6.0,302.04,88,104
RESTAURANT,COFFEE SHOP SWEET GOODS&RETAIL,6.0,38.89999999999999,7,15
COUP/STR & MFG,COUPONS/STORE & MFG,6.0,152.9,96,114
NUTRITION,PACKAGED NATURAL SNACKS,6.0,284.49000000000007,40,55
DRUG GM,CIGARS,6.0,101.43,16,20
NUTRITION,SOUP,6.0,130.39,27,34
DRUG GM,ETHNIC PERSONAL CARE,6.0,172.35000000000002,36,44
DRUG GM,PORTABLE ELECTRIC APPLIANCES,6.0,216.13,14,14
NUTRITION,NATURAL VITAMINS,6.0,39.17,3,3
PROD-WHS SALES,PROD SUPPLIES,6.0,1.56,1,2
GROCERY,SEAFOOD - SHELF STABLE,3.0,3419.459999999999,596,1064
PRODUCE,CARROTS,3.0,2276.180000000007,703,1275
GROCERY,BAKED SWEET GOODS,3.0,7172.999999999991,912,2449
MEAT-PCKGD,HOT DOGS,3.0,3940.3900000000012,639,1192
GROCERY,SOFT DRINKS,3.0,44776.93000000044,1734,9745
GROCERY,MILK BY-PRODUCTS,3.0,5527.010000000012,1116,2678
GROCERY,CONDIMENTS/SAUCES,3.0,5408.510000000023,1075,2233
PRODUCE,SALAD MIX,3.0,5555.250000000012,832,1955
NUTRITION,REFRIGERATED,3.0,3104.160000000004,220,605
GARDEN CENTER,GARDEN CENTER,3.0,564.5700000000002,46,52
PRODUCE,ONIONS,3.0,3564.6300000000047,953,2149
GROCERY,FRZN ICE,3.0,626.5700000000002,161,236
GROCERY,MISC. DAIRY,3.0,2978.1900000000014,586,1003
DRUG GM,SHAVING CARE PRODUCTS,3.0,2794.890000000002,306,428
GROCERY,PNT BTR/JELLY/JAMS,3.0,4348.160000000006,828,1391
DELI,SALADS/DIPS,3.0,2565.0800000000027,398,649
MEAT,PORK,3.0,11333.339999999993,792,1626
GROCERY,DRY MIX DESSERTS,3.0,1596.729999999999,491,741
SALAD BAR,SALAD BAR,3.0,3346.99,374,966
PRODUCE,STONE FRUIT,3.0,632.5899999999998,161,230
DRUG GM,INSECTICIDES,3.0,291.82000000000005,41,50
DRUG GM,FEMININE HYGIENE,3.0,2539.679999999999,395,572
MISC. TRANS.,NO COMMODITY DESCRIPTION,3.0,2536.830000000001,197,293
DRUG GM,BABY FOODS,3.0,3595.380000000007,184,637
DRUG GM,HALLOWEEN,3.0,1646.4000000000024,228,300
PRODUCE,BERRIES,3.0,2778.770000000004,357,703
GROCERY,LIQUOR,3.0,179.63,38,45
SPIRITS,LIQUOR,3.0,2874.2900000000013,144,242
NUTRITION,SNKS/CKYS/CRKR/CNDY,3.0,457.4200000000001,77,124
GROCERY,BOTTLE DEPOSITS,3.0,9.700000000000001,4,11
COSMETICS,COUPON/MISC ITEMS,3.0,65.34,8,8
FLORAL,FLORAL BALLOONS,3.0,241.99,36,42
MEAT,LAMB,3.0,78.2,10,13
DRUG GM,BOOKSTORE,3.0,2363.6100000000006,152,218
DRUG GM,SEWING,3.0,36.35,17,18
FLORAL,FLORAL-FLOWERING PLANTS,3.0,630.7100000000002,63,73
NUTRITION,DRY TEA/COFFEE/COCO MIX,3.0,88.68,16,21
NUTRITION,NDAIRY/TEAS/JUICE/SOD,3.0,2.38,1,1
GROCERY,FD WRAPS/BAGS/TRSH BG,5.0,6275.260000000013,864,1530
GROCERY,DISHWASH DETERGENTS,5.0,2543.5800000000017,557,845
PRODUCE,TOMATOES,5.0,6938.299999999997,1041,2835
GROCERY,REFRGRATD DOUGH PRODUCTS,5.0,4988.840000000013,815,1706
GROCERY,MEAT - SHELF STABLE,5.0,7153.029999999993,877,1846
GROCERY,FLOUR & MEALS,5.0,638.3200000000004,277,351
GROCERY,BAKING MIXES,5.0,4284.240000000005,789,1518
GROCERY,MARGARINES,5.0,3327.5000000000064,946,1902
GROCERY,COOKIES/CONES,5.0,7700.540000000008,1054,2437
DELI,DELI MEATS,5.0,14698.90999999997,837,2395
GROCERY,HOUSEHOLD CLEANG NEEDS,5.0,4686.960000000009,588,945
MEAT-PCKGD,MISCELLANEOUS,5.0,821.7200000000004,240,323
DRUG GM,CANDY - PACKAGED,5.0,11557.009999999898,1171,3150
GROCERY,HOT CEREAL,5.0,2197.439999999999,411,682
GROCERY,FROZEN PIZZA,5.0,18520.929999999884,1084,2981
GROCERY,BAG SNACKS,5.0,21571.049999999937,1557,6009
DRUG GM,HAIR CARE PRODUCTS,5.0,6422.640000000002,630,1112
DRUG GM,SPRING/SUMMER SEASONAL,5.0,5136.699999999999,275,344
MISC SALES TRAN,COUPON/MISC ITEMS,5.0,17287.589999999982,408,840
PASTRY,COOKIES,5.0,2116.1200000000017,358,516
DRUG GM,ANTACIDS,5.0,1467.4500000000012,181,241
FLORAL,FLORAL-FOLIAGE PLANTS,5.0,533.02,36,41
DRUG GM,NEWSPAPER,5.0,789.9000000000004,265,670
GROCERY,FROZEN CHICKEN,5.0,455.31,32,47
PASTRY,SWEET GOODS & SNACKS,5.0,743.0800000000006,157,230
KIOSK-GAS,FUEL,5.0,4645.01,105,277
DRUG GM,TICKETS,5.0,781.1000000000004,75,89
CHEF SHOPPE,UNKNOWN,5.0,361.61000000000024,110,132
DRUG GM,HOSIERY/SOCKS,5.0,448.53000000000003,76,89
SEAFOOD,MEAT SUPPLIES,5.0,31.21,4,4
DRUG GM,CONTINUITIES,5.0,177.78000000000003,36,43
DRUG GM,ADULT INCONTINENCE,5.0,833.1100000000001,39,82
DRUG GM,HOME FURNISHINGS,5.0,59.73000000000001,8,8
NUTRITION,BABYFOOD,5.0,77.72999999999999,12,20
DRUG GM,FALL AND WINTER SEASONAL,5.0,44.150000000000006,8,8
DRUG GM,LONG DISTANCE CALLING CARDS,5.0,115.52000000000001,7,12
MEAT,MEAT - MISC,5.0,31.690000000000005,5,6
GROCERY,REFRGRATD JUICES/DRNKS,4.0,10738.549999999987,1194,3778
GROCERY,DRY BN/VEG/POTATO/RICE,4.0,5798.070000000007,954,1991
GROCERY,SOUP,4.0,13868.31999999993,1289,3617
GROCERY,WATER - CARBONATED/FLVRD DRINK,4.0,7599.249999999973,777,2153
GROCERY,DINNER MXS:DRY,4.0,6988.820000000014,919,1975
GROCERY,CAT FOOD,4.0,4459.949999999998,314,861
NUTRITION,NON-DAIRY BEVERAGES,4.0,375.84,31,98
GROCERY,SUGARS/SWEETNERS,4.0,3489.4300000000094,763,1363
MEAT,SMOKED MEATS,4.0,3440.54,369,498
GROCERY,PAPER HOUSEWARES,4.0,3168.020000000003,566,989
DRUG GM,CIGARETTES,4.0,13022.010000000011,416,1453
GROCERY,FROZEN BREAD/DOUGH,4.0,3011.060000000002,624,1091
GROCERY,MOLASSES/SYRUP/PANCAKE MIXS,4.0,1736.170000000002,424,573
DRUG GM,GREETING CARDS/WRAP/PARTY SPLY,4.0,5408.029999999996,682,1172
PASTRY,BAKERY PARTY TRAYS,4.0,129.82999999999998,21,21
KIOSK-GAS,COUPON/MISC ITEMS,4.0,64727.08,632,2676
DRUG GM,DIAPERS & DISPOSABLES,4.0,8277.42999999999,244,650
PRODUCE,HERBS,4.0,557.3600000000002,293,460
PASTRY,PIES,4.0,1340.9800000000014,196,296
FLORAL,FLORAL-FRESH CUT,4.0,2592.1200000000017,201,278
DRUG GM,INFANT CARE PRODUCTS,4.0,890.1400000000002,122,166
PASTRY,CAKES,4.0,5212.080000000003,399,566
DRUG GM,PREPAID WIRELESS&ACCESSORIES,4.0,4079.6600000000003,87,163
NUTRITION,JUICE,4.0,610.3000000000002,96,162
DRUG GM,VALENTINE,4.0,964.0100000000014,164,201
NUTRITION,DRIED FRUIT,4.0,1506.4800000000016,275,454
DRUG GM,DOLLAR VALUE PRODUCTS,4.0,109.78999999999999,58,68
NUTRITION,FROZEN,4.0,1626.5100000000011,99,218
DRUG GM,ELECTRICAL SUPPPLIES,4.0,1713.0299999999997,331,445
SEAFOOD,SEAFOOD - FROZEN,4.0,1301.6299999999999,97,139
PRODUCE,MELONS,4.0,565.4600000000002,113,173
DRUG GM,SINUS AND ALLERGY,4.0,1633.050000000001,152,225
GROCERY,BLEACH,4.0,1309.5900000000008,339,488
PRODUCE,CORN,4.0,187.82,85,115
DRUG GM,GLASSES/VISION AIDS,4.0,179.85999999999999,18,20
DRUG GM,APPAREL,4.0,602.8200000000002,57,65
FROZEN GROCERY,UNKNOWN,4.0,97.75,26,32
FLORAL,GIFT & FRUIT BASKETS,4.0,126.92,7,7
NUTRITION,BREAD,4.0,67.83000000000001,15,17
MEAT,(CORP USE ONLY),4.0,56.66,8,8
POSTAL CENTER,CANDY - PACKAGED,6.0,4.08,3,3
COUP/STR & MFG,COUPONS/STORE & MFG,1.0,14.27,34,39
DRUG GM,CIGARS,1.0,74.06,10,21
RESTAURANT,COFFEE SHOP SWEET GOODS&RETAIL,1.0,3.9,3,3
DRUG GM,PORTABLE ELECTRIC APPLIANCES,1.0,39.96,4,4
DRUG GM,SPORTS MEMORABLILIA,1.0,10.01,6,6
DELI/SNACK BAR,DELI SUPPLIES,5.0,3.31,1,1
RX,PHARMACY,2.0,9.98,1,1
GROCERY,BAG SNACKS,7.0,20662.059999999958,1545,5728
PRODUCE,TOMATOES,7.0,6426.369999999999,769,1775
GROCERY,FD WRAPS/BAGS/TRSH BG,7.0,6580.350000000002,925,1738
DRUG GM,ADULT INCONTINENCE,7.0,810.9200000000002,34,79
DRUG GM,CANDY - PACKAGED,7.0,13094.649999999929,1222,3251
PASTRY,COOKIES,7.0,2503.7300000000014,367,559
GROCERY,MARGARINES,7.0,3422.1399999999962,988,1994
GROCERY,FROZEN PIZZA,7.0,21067.639999999898,1157,3303
GROCERY,BAKING MIXES,7.0,4747.8300000000145,895,1773
GROCERY,COOKIES/CONES,7.0,7423.100000000007,999,2304
GROCERY,REFRGRATD DOUGH PRODUCTS,7.0,7346.230000000019,1039,2349
